area_num,area,date,mean_tmp,min_tmp,max_tmp,mean_td,mean_pha
114,wonju,2017-03-19,8.7,0.5,17.5,-7.6,1007.1
114,wonju,2017-03-20,9.3,2.3,15,-5.5,1000.9
114,wonju,2017-03-21,7,3.9,10.3,-1.2,997.6
114,wonju,2017-03-22,6.7,-0.8,13.6,-6.8,1002.1
114,wonju,2017-03-23,8.2,2.9,14.3,-6.1,1001.8
114,wonju,2017-03-24,7.7,1.4,13.7,-4.3,1002.7
114,wonju,2017-03-25,5.7,3.9,8.6,0.6,1001.8
114,wonju,2017-03-26,5.5,2,10,0.6,1000
114,wonju,2017-03-27,4.7,1.5,8.7,0.7,1001.6
114,wonju,2017-03-28,5.7,1,11.3,-0.6,1004.8
114,wonju,2017-03-29,7.6,0.5,14.6,-4.5,1003.7
114,wonju,2017-03-30,9.8,1.1,17.6,-2.8,1002.8
114,wonju,2017-03-31,7.7,5.4,10.4,2.6,1000.3
114,wonju,2017-04-01,6.5,5,9.4,3,998
114,wonju,2017-04-02,7.3,1.4,13.9,-0.9,1000.3
114,wonju,2017-04-03,10.3,1.6,19.2,-3.3,1004.5
114,wonju,2017-04-04,12.9,3.4,20.9,-2.8,1005.4
114,wonju,2017-04-05,12.8,10,16.4,3.3,999.1
114,wonju,2017-04-06,13.4,10.8,16.8,8.8,993.8
114,wonju,2017-04-07,15.8,8.8,23.9,6.7,995.5
114,wonju,2017-04-08,16.1,10.2,22.4,6.5,993.8
114,wonju,2017-04-09,13,11.2,15.4,3.9,996.8
114,wonju,2017-04-10,14.9,8,21.1,-10.5,994.4
114,wonju,2017-04-11,12.8,7.5,18.8,1.8,988.2
114,wonju,2017-04-12,11.4,5.7,17.2,-11.6,995.9
114,wonju,2017-04-13,12.3,4,19.2,-1.5,998.2
114,wonju,2017-04-14,14.2,7.7,19.5,1.4,994.3
114,wonju,2017-04-15,16.2,9.2,23.8,5.6,995.9
114,wonju,2017-04-16,18,10.2,25.4,3.7,996.6
114,wonju,2017-04-17,13.3,10.2,16.5,7.3,984.3
114,wonju,2017-04-18,11.3,7,18.5,7.2,981.3
114,wonju,2017-04-19,12.7,6.6,18.5,-1.6,991.8
114,wonju,2017-04-20,12.5,9.3,16.8,0.3,994.4
114,wonju,2017-04-21,12.9,5.6,19.6,0.9,992.9
114,wonju,2017-04-22,13.8,7.1,20.4,-0.7,994.9
114,wonju,2017-04-23,14.5,6.5,21.8,-1.3,999
114,wonju,2017-04-24,14.8,6.5,22.3,-2.1,1000.7
114,wonju,2017-04-25,16.7,10.5,22.1,4.4,1000.2
114,wonju,2017-04-26,15.3,11.1,20.5,-2.7,997
114,wonju,2017-04-27,12.8,6.1,19,-4.8,993.4
114,wonju,2017-04-28,14.4,5.7,22.8,0.1,987.7
114,wonju,2017-04-29,16.4,8.2,24,-1.4,989.2
114,wonju,2017-04-30,19.5,10.4,27.8,4.3,989.7
114,wonju,2017-05-01,19.8,12.6,26.8,2.3,998.3
114,wonju,2017-05-02,19.2,11.6,26.9,3.9,1003.5
114,wonju,2017-05-03,20.3,11.2,28.8,2.9,1002.8
114,wonju,2017-05-04,20.4,12,27.3,5.7,998.3
114,wonju,2017-05-05,21.3,17.5,27.2,8.9,995.3
114,wonju,2017-05-06,15.5,10.6,20.8,-5.8,997.2
114,wonju,2017-05-07,15.4,8.7,22.7,-1.5,995.8
114,wonju,2017-05-08,17,7.9,23.9,3.8,996.3
114,wonju,2017-05-09,16.5,13.9,21.4,8.5,993
114,wonju,2017-05-10,15.4,13.1,19.6,10.6,991.7
114,wonju,2017-05-11,16.5,11.2,21.7,10.9,994.1
114,wonju,2017-05-12,18.1,13.6,24.3,12.9,991.5
114,wonju,2017-05-13,16.8,12.7,24.8,11.1,988.5
114,wonju,2017-05-14,15.6,11.5,21.5,3.6,991.3
114,wonju,2017-05-15,15.2,10.5,19.3,6.2,993.8
114,wonju,2017-05-16,16.3,10.9,21.3,7.6,992.9
114,wonju,2017-05-17,17.6,10.9,25.5,8.5,993.6
114,wonju,2017-05-18,19.3,11.8,26.5,8.1,997.9
114,wonju,2017-05-19,20.7,12.9,28.9,5.3,998.9
114,wonju,2017-05-20,20.3,12.6,28.5,4.8,997.9
114,wonju,2017-05-21,20.9,14,27.8,6.4,997.1
114,wonju,2017-05-22,20.9,13.2,27.5,8,996.2
114,wonju,2017-05-23,20,14.7,24.7,10.1,993.1
114,wonju,2017-05-24,20,15.7,26.4,11.5,990.3
114,wonju,2017-05-25,19.2,13.4,25.7,5.6,986.8
114,wonju,2017-05-26,16.2,10.2,20.9,2.4,989.9
114,wonju,2017-05-27,18.5,11.5,24.8,5.7,994.1
114,wonju,2017-05-28,20.6,11.8,27.8,8.4,994.2
114,wonju,2017-05-29,23,16.1,29.7,12.9,994.2
114,wonju,2017-05-30,23.2,17.1,29.7,8.8,992
114,wonju,2017-05-31,22.1,15.7,28.4,8.4,985.5
114,wonju,2017-06-01,19.9,16.5,25,13.2,981.7
114,wonju,2017-06-02,19.1,12.3,25.2,5.6,986.3
114,wonju,2017-06-03,19.5,15.4,25.2,5.4,989.6
114,wonju,2017-06-04,19.7,11.8,26.8,4.6,993.5
114,wonju,2017-06-05,21.6,14.2,28.2,5.7,997.4
114,wonju,2017-06-06,18.1,13.9,22.6,8.9,995.9
114,wonju,2017-06-07,17.7,16.3,19.4,14.8,987.1
114,wonju,2017-06-08,19.5,15.1,25.2,10.7,992.1
114,wonju,2017-06-09,20.6,13.5,27.3,11.7,989.5
114,wonju,2017-06-10,20.1,16.1,25.1,8.9,989.4
114,wonju,2017-06-11,20.7,12.3,28,5.1,991.1
114,wonju,2017-06-12,20.5,13.7,26.8,5.3,996.7
114,wonju,2017-06-13,18.3,14.1,25.7,11,996.9
114,wonju,2017-06-14,19.8,13.8,26.4,11.5,993.4
114,wonju,2017-06-15,22,15.4,29.9,10.5,990.8
114,wonju,2017-06-16,24.3,16.3,30.9,12.1,992.1
114,wonju,2017-06-17,24.6,18.9,30.2,10.6,992.7
114,wonju,2017-06-18,24.8,17.4,32,10,992.4
114,wonju,2017-06-19,24.8,17.7,31.3,10,991.8
114,wonju,2017-06-20,25.1,19,31.6,10.6,987.5
114,wonju,2017-06-21,24.6,21.1,30.3,12,988
114,wonju,2017-06-22,24.6,19.1,30.7,13,991
114,wonju,2017-06-23,26.7,19.4,34,12.5,988.6
114,wonju,2017-06-24,23.6,19.5,28.8,14.6,985.9
114,wonju,2017-06-25,21.8,18.7,27.9,15.9,985.5
114,wonju,2017-06-26,22.7,19,29,15.8,990.1
114,wonju,2017-06-27,23,18.6,29.5,17.2,992.6
114,wonju,2017-06-28,25,19.7,30.5,17.1,994.4
114,wonju,2017-06-29,24.5,19.9,30.1,17,993.7
114,wonju,2017-06-30,25.3,20.3,30.5,16.7,990.6
114,wonju,2017-07-01,23.6,21.5,27.6,17.6,990.4
114,wonju,2017-07-02,24.9,22,29.9,21.4,989.9
114,wonju,2017-07-03,24.2,22.9,25.5,20.9,988.7
114,wonju,2017-07-04,25.9,21.7,31.5,19.9,988.6
114,wonju,2017-07-05,26.5,23.1,31.9,17.6,992.7
114,wonju,2017-07-06,26.8,20.9,33,18.3,993
114,wonju,2017-07-07,26.3,23.1,28.8,20.6,991.1
114,wonju,2017-07-08,25.4,23.6,27.5,21.8,989.9
114,wonju,2017-07-09,26.6,23,30.8,21.8,989.3
114,wonju,2017-07-10,24.4,22.9,26.7,22.3,984.6
114,wonju,2017-07-11,25.6,22.2,29.9,20.5,990
114,wonju,2017-07-12,26.9,23.3,31.2,20.4,992.8
114,wonju,2017-07-13,25.9,22,31.1,19.6,990.9
114,wonju,2017-07-14,25.4,22.2,32.9,20.6,991.2
114,wonju,2017-07-15,23.6,22.2,25.3,21.2,992.7
114,wonju,2017-07-16,24.2,21.4,26.9,20.9,994.9
114,wonju,2017-07-17,25.5,23.3,29.1,21.4,994.8
114,wonju,2017-07-18,25.2,22.8,28.9,20.8,992.4
114,wonju,2017-07-19,26.7,23.7,31.3,21.1,989.9
114,wonju,2017-07-20,27.9,23.6,32.8,21.2,989.8
114,wonju,2017-07-21,28.3,26.1,31.8,22.7,991.4
114,wonju,2017-07-22,27,25.3,29.8,23.9,992.2
114,wonju,2017-07-23,25.6,24.3,26.5,23.6,987.9
114,wonju,2017-07-24,26,25.1,27.4,23.1,985.7
114,wonju,2017-07-25,27.4,24.1,32.8,20.3,986.8
114,wonju,2017-07-26,26.4,21.5,31.2,16.4,990.8
114,wonju,2017-07-27,25.1,21.3,27.9,17.2,991.3
114,wonju,2017-07-28,23.8,22.7,25.2,21.5,991.3
114,wonju,2017-07-29,25.3,23.3,28.2,20.1,990.9
114,wonju,2017-07-30,26.1,22.6,30.4,19.1,990.3
114,wonju,2017-07-31,23.7,22.6,25.3,21.2,992
114,wonju,2017-08-01,26.1,22.3,30.7,20.9,993.1
114,wonju,2017-08-02,27.7,23.6,31.9,21.5,990.6
114,wonju,2017-08-03,27.5,23.1,31.7,18.6,988.6
114,wonju,2017-08-04,28.2,22.9,33.5,20.2,988.7
114,wonju,2017-08-05,29.4,24.2,34.8,22.1,986.5
114,wonju,2017-08-06,28.4,25.2,33.6,22,983.7
114,wonju,2017-08-07,27.2,24.2,32.4,21.2,982.3
114,wonju,2017-08-08,26,22.5,31.1,18.9,982.9
114,wonju,2017-08-09,24.5,22.7,26.5,19.8,981.3
114,wonju,2017-08-10,23.6,22.4,25.4,21.6,983.8
114,wonju,2017-08-11,24.9,21.7,30.1,19.5,989.5
114,wonju,2017-08-12,25,20.4,29.6,17.7,993.7
114,wonju,2017-08-13,24.1,20.8,27,16.4,993.6
114,wonju,2017-08-14,23.1,20.5,26.2,18,989.6
114,wonju,2017-08-15,22,21,24.5,19.1,986.6
114,wonju,2017-08-16,23.5,20.6,27.1,18.7,988.4
114,wonju,2017-08-17,23.4,20,27.8,19.1,991.1
114,wonju,2017-08-18,23.6,21.3,28.5,19.6,994
114,wonju,2017-08-19,24.1,20.1,28.4,19.6,995.1
114,wonju,2017-08-20,23.7,21.2,26.8,19.7,992.4
114,wonju,2017-08-21,24.2,21.6,28,20.9,990.6
114,wonju,2017-08-22,25.9,22.7,30.5,20.5,994.7
114,wonju,2017-08-23,25.7,23.1,28.5,22.8,994.6
114,wonju,2017-08-24,26.1,23.4,29.4,22.1,989
114,wonju,2017-08-25,24.5,19.7,29.1,15.6,991.2
114,wonju,2017-08-26,21.2,15.6,28,10.9,996.4
114,wonju,2017-08-27,20.1,15.2,25,14,998
114,wonju,2017-08-28,21.1,17.7,25.2,16.8,993.9
114,wonju,2017-08-29,19.6,16.2,23.4,12.9,996
114,wonju,2017-08-30,17.3,15.2,20.4,11.6,996.5
114,wonju,2017-08-31,20,14.1,26.1,11.4,994.9
114,wonju,2017-09-01,20.5,13.6,27.1,11.1,995.3
114,wonju,2017-09-02,20.6,15.1,26.3,12.3,995.6
114,wonju,2017-09-03,21,14.8,27.8,12.8,997.9
114,wonju,2017-09-04,21.4,15.8,28.3,12.4,998.2
114,wonju,2017-09-05,19.1,16.2,21.8,13.5,994.8
114,wonju,2017-09-06,19.1,17.3,21.8,15.1,991.2
114,wonju,2017-09-07,20.6,17.4,24.6,15.6,990.6
114,wonju,2017-09-08,22,18.6,27.2,15.7,994.2
114,wonju,2017-09-09,21.4,16.2,27.6,15.7,995.8
114,wonju,2017-09-10,20.9,17.3,24.6,16.9,996.5
114,wonju,2017-09-11,19.7,17.9,22,16,990.2
114,wonju,2017-09-12,19.6,16,25.5,14.2,996.2
114,wonju,2017-09-13,18.7,12.5,25.5,9.5,1001
114,wonju,2017-09-14,19.4,12.3,26.8,11.3,1002.1
114,wonju,2017-09-15,20,14.9,25.6,9.5,1001.9
114,wonju,2017-09-16,18.8,13.4,24.5,10.3,997.2
114,wonju,2017-09-17,19.8,15.1,26.4,12.5,990
114,wonju,2017-09-18,19.2,13.8,25.4,12.4,991.1
114,wonju,2017-09-19,19.5,15.3,24,15,992.1
114,wonju,2017-09-20,18,14,23.1,8.5,994.7
114,wonju,2017-09-21,17.1,10.6,24.3,9.5,996.9
114,wonju,2017-09-22,18.2,12.2,24.6,11.3,995.8
114,wonju,2017-09-23,18.6,13.6,24.2,13.2,998.5
114,wonju,2017-09-24,19.9,15.1,25,15.1,998.2
114,wonju,2017-09-25,21.8,18.1,27.8,15.2,997.7
114,wonju,2017-09-26,21.8,16.1,27.7,14.9,994.9
114,wonju,2017-09-27,19.7,17.4,23.1,15.2,990.3
114,wonju,2017-09-28,18.7,14.5,23.9,8.3,992.5
114,wonju,2017-09-29,13.9,8.5,19.8,2.3,1000.2
114,wonju,2017-09-30,16.1,9.7,22.9,9.7,1004.6
114,wonju,2017-10-01,15.2,12.7,18.3,11.2,1000
114,wonju,2017-10-02,18.8,14,25.4,14.5,993.6
114,wonju,2017-10-03,17.6,14.2,22.7,11.5,1000
114,wonju,2017-10-04,16.6,12.8,21.9,8.7,1005.3
114,wonju,2017-10-05,16.5,11.2,21.2,8.6,1006.1
114,wonju,2017-10-06,15.5,12.3,17.4,12.1,1001.7
114,wonju,2017-10-07,19.4,15.3,24.8,14.1,1002.3
114,wonju,2017-10-08,20.4,16.8,25.5,14.3,1004.9
114,wonju,2017-10-09,20.2,16.2,25,13.9,1004
114,wonju,2017-10-10,20.6,16.1,25.2,15.2,1001
114,wonju,2017-10-11,17.3,13.8,22.1,13.4,999.8
114,wonju,2017-10-12,12.7,9.4,14.4,9.3,1002.4
114,wonju,2017-10-13,12.2,8.9,17.2,6.3,1004.2
114,wonju,2017-10-14,12.3,6.3,18.9,2.6,1007.7
114,wonju,2017-10-15,14,8.3,20.8,5.7,1009.6
114,wonju,2017-10-16,15.2,12.3,20.2,7.9,1008.6
114,wonju,2017-10-17,15,9.4,21.8,8.6,1006.6
114,wonju,2017-10-18,15.1,13.3,18.1,8.1,1005.8
114,wonju,2017-10-19,15.3,12.1,20.2,8,1001.8
114,wonju,2017-10-20,14.5,9,22.1,7,1001.4
114,wonju,2017-10-21,14,8,23,6.1,1000.1
114,wonju,2017-10-22,13.5,6.9,21.3,4.4,996.2
114,wonju,2017-10-23,12.1,7.2,17.6,2.7,1000
114,wonju,2017-10-24,11.2,6.8,17.6,3.5,1006.3
114,wonju,2017-10-25,11.2,4.7,18.7,4.2,1007.1
114,wonju,2017-10-26,12.7,7.2,18.9,4.9,1003.7
114,wonju,2017-10-27,14.6,10.7,21.9,6.3,1002.2
114,wonju,2017-10-28,14.5,7.9,23,7.2,1002.3
114,wonju,2017-10-29,11.6,6.5,17.9,2.5,998.2
114,wonju,2017-10-30,6.5,1.7,13.1,-7,1006.8
114,wonju,2017-10-31,7.2,-0.6,14.9,-1.6,1007.3
114,wonju,2017-11-01,11.6,6.3,17,5.7,1003.4
114,wonju,2017-11-02,14,10.8,17.2,9.2,1000.6
114,wonju,2017-11-03,12.5,6.7,16.3,6.1,1001.3
114,wonju,2017-11-04,7.7,4.2,12.8,-0.9,1009.7
114,wonju,2017-11-05,6.2,0.1,13.3,-0.6,1010.8
114,wonju,2017-11-06,8.2,2.2,15.7,1.6,1006.8
114,wonju,2017-11-07,11.6,4.3,18.2,5.2,1003.4
114,wonju,2017-11-08,13.4,6.3,18.5,3.1,1001.3
114,wonju,2017-11-09,7.9,1.6,15.5,-2.6,1006
114,wonju,2017-11-10,9.2,2.9,16.8,2.2,997.9
114,wonju,2017-11-11,5.1,1.4,10.1,-4.7,1002.9
114,wonju,2017-11-12,3.4,-1.3,10.4,-3.7,1003.7
114,wonju,2017-11-13,6.3,-0.6,11.9,-0.8,999.7
114,wonju,2017-11-14,7.7,4,12.3,-2,1000.4
114,wonju,2017-11-15,4,1.1,8.1,-8.4,1002.8
114,wonju,2017-11-16,1,-3.2,6.3,-12.4,1006.5
114,wonju,2017-11-17,1.5,-4,4.8,-8.3,1001.6
114,wonju,2017-11-18,-0.1,-3.3,3.8,-12,1003.3
114,wonju,2017-11-19,-1.1,-6.5,3.6,-15.4,1007.9
114,wonju,2017-11-20,0.2,-3.8,4.8,-6.7,1008
114,wonju,2017-11-21,-0.3,-4,5.6,-5.4,1008.1
114,wonju,2017-11-22,1.6,-2.3,5.2,-3.9,1000.1
114,wonju,2017-11-23,0.2,-4.2,4.5,-7.2,1001.8
114,wonju,2017-11-24,0.3,-2.5,3.8,-5.5,1005.6
114,wonju,2017-11-25,3.1,-5.7,9.8,-2.7,1005.6
114,wonju,2017-11-26,4.9,-0.4,9.7,0.3,1006.2
114,wonju,2017-11-27,2.2,-3,9.3,-2.7,1008.4
114,wonju,2017-11-28,4.5,-0.2,11.3,0,1004.4
114,wonju,2017-11-29,5.6,1.9,10.1,-6.5,1006.1
114,wonju,2017-11-30,0.3,-3.1,4.7,-18.2,1008.4
114,wonju,2017-12-01,-1.8,-7.1,2.3,-15.4,1011.7
114,wonju,2017-12-02,0.2,-6,6.2,-7.4,1009.9
114,wonju,2017-12-03,2.6,-0.2,4.6,-0.7,1005.4
114,wonju,2017-12-04,0.8,-4.3,3.8,-8.8,1002.9
114,wonju,2017-12-05,-3.8,-6.8,0,-17.4,1003.6
114,wonju,2017-12-06,-0.1,-4.6,4.4,-7.1,1004.3
114,wonju,2017-12-07,1.5,-2.1,5.3,-5.5,1003.2
114,wonju,2017-12-08,-2.9,-6.1,0,-14.5,1004.7
114,wonju,2017-12-09,-1.7,-6.5,3.3,-10.6,1002.1
114,wonju,2017-12-10,0.7,-2.6,6.1,-4.2,995.9
114,wonju,2017-12-11,-5,-9.3,-0.6,-19.9,1003.4
114,wonju,2017-12-12,-8.3,-11.3,-4.4,-19.5,1010.1
114,wonju,2017-12-13,-8.5,-13.5,-3.2,-17.5,1012.6
114,wonju,2017-12-14,-7,-12.8,-1.1,-15.4,1012.9
114,wonju,2017-12-15,-3.3,-9.5,1.2,-12.8,1007.9
114,wonju,2017-12-16,-3.7,-7.3,0,-15.3,1007.3
114,wonju,2017-12-17,-6.4,-11.2,-2,-17.5,1011.3
114,wonju,2017-12-18,-3.9,-8.2,1.2,-7,1008.3
114,wonju,2017-12-19,-4.6,-8.2,1,-12.5,1011.9
114,wonju,2017-12-20,-4.7,-11.8,0.2,-11.3,1012.5
114,wonju,2017-12-21,-0.7,-4.2,3.2,-7.1,1012.1
114,wonju,2017-12-22,1.1,-3.2,4.5,-4,1008.2
114,wonju,2017-12-23,3.9,1.5,8.6,-0.3,1004.8
114,wonju,2017-12-24,2.1,0.9,3,-0.7,994.9
114,wonju,2017-12-25,-1.2,-3.2,1,-12.2,1003.4
114,wonju,2017-12-26,-2.5,-6.6,1.8,-15.2,1005.6
114,wonju,2017-12-27,-6,-9.5,-1.7,-20.2,1010.4
114,wonju,2017-12-28,-4.3,-10.4,1.5,-13.1,1011
114,wonju,2017-12-29,1,-1.9,5.4,-4.9,1008.3
114,wonju,2017-12-30,1,-3,5.1,-2.5,1006.3
114,wonju,2017-12-31,0.7,-3,3.8,-8.7,1003.9
114,wonju,2018-01-01,-2.7,-8,2.9,-12.2,1008.7
114,wonju,2018-01-02,-2.1,-7.2,2.7,-12.8,1009.6
114,wonju,2018-01-03,-3.9,-7.9,0.2,-14.2,1011.1
114,wonju,2018-01-04,-4.5,-9.6,-0.7,-12.7,1008.2
114,wonju,2018-01-05,-3,-6.4,1.7,-10.1,1002
114,wonju,2018-01-06,-4.1,-9.1,2,-11.4,1004.7
114,wonju,2018-01-07,-2.4,-8.8,2.6,-10.4,1003.1
114,wonju,2018-01-08,1.4,0.3,3.8,-5.2,992.3
114,wonju,2018-01-09,-2.7,-5,0.3,-10.2,994.1
114,wonju,2018-01-10,-6.1,-9.3,-2.8,-15.5,998.8
114,wonju,2018-01-11,-9.6,-12.2,-5.7,-18.1,1006.7
114,wonju,2018-01-12,-10.6,-15.5,-6.2,-19.8,1012.1
114,wonju,2018-01-13,-5.6,-9.1,-0.6,-11.5,1013.5
114,wonju,2018-01-14,-0.6,-7.5,5.7,-7.5,1010.6
114,wonju,2018-01-15,5,0.5,9.1,-2.7,1004.9
114,wonju,2018-01-16,2.2,-1.3,5.3,-2.6,1000
114,wonju,2018-01-17,3.9,1.1,6.7,0.8,999.6
114,wonju,2018-01-18,2.7,0.5,5.8,-3.5,1004.4
114,wonju,2018-01-19,0.9,-2.3,5.2,-10.1,1005.2
114,wonju,2018-01-20,0.3,-3.8,5.6,-6,1004.2
114,wonju,2018-01-21,-0.4,-5,5.3,-8.6,1004.6
114,wonju,2018-01-22,0.7,-2.1,5,-4.9,996.9
114,wonju,2018-01-23,-9,-12.6,-0.7,-20.6,1003.5
114,wonju,2018-01-24,-12.5,-14.8,-8.8,-26.7,1008.8
114,wonju,2018-01-25,-12.5,-16.2,-8.5,-24.3,1009.5
114,wonju,2018-01-26,-13,-16,-9.4,-24.9,1009.6
114,wonju,2018-01-27,-10.1,-17.4,-3.5,-20.1,1009.1
114,wonju,2018-01-28,-4.7,-7.5,0,-18.2,1002.9
114,wonju,2018-01-29,-7.6,-11.2,-3.9,-20.8,1003.9
114,wonju,2018-01-30,-5.8,-13.9,-0.5,-13.7,1006.9
114,wonju,2018-01-31,-1.6,-4.7,1.4,-10.8,1008.3
114,wonju,2018-02-01,-4,-10.2,2.2,-14.7,1009.9
114,wonju,2018-02-02,-3.4,-9.4,3.3,-13.2,1009.1
114,wonju,2018-02-03,-5.3,-9.2,-2.8,-15.2,1007.6
114,wonju,2018-02-04,-8.8,-13.1,-4.8,-19.9,1008.3
114,wonju,2018-02-05,-8.5,-13.4,-4,-21.6,1006
114,wonju,2018-02-06,-9.1,-13.5,-5,-20.9,1005.3
114,wonju,2018-02-07,-8.9,-15.5,-2.9,-20.2,1007.2
114,wonju,2018-02-08,-5.8,-13.3,2.2,-18.2,1006.2
114,wonju,2018-02-09,-2,-7.7,4.9,-11.7,1004.1
114,wonju,2018-02-10,-0.2,-5.6,5.8,-14.3,1001.9
114,wonju,2018-02-11,-5.5,-9,-1.7,-16.6,1002.7
114,wonju,2018-02-12,-5.8,-11.3,-1.2,-16,1002.7
114,wonju,2018-02-13,-1.6,-9.2,3.8,-9.5,1003.6
114,wonju,2018-02-14,3.8,-1.3,9.5,-4.6,998.5
114,wonju,2018-02-15,1.1,-3.4,5.8,-15.9,1002.5
114,wonju,2018-02-16,-0.5,-6.7,5.6,-13.1,999.6
114,wonju,2018-02-17,-1.6,-4.9,2.4,-19.6,1005.1
114,wonju,2018-02-18,-0.8,-4.8,4.8,-15.1,1007.1
114,wonju,2018-02-19,0.9,-5,7.1,-10,1005.2
114,wonju,2018-02-20,1.2,-4.9,7.1,-13.2,1004
114,wonju,2018-02-21,-1,-5.8,4.4,-17.9,1004.7
114,wonju,2018-02-22,-0.3,-6.4,5.5,-9.4,1003.5
114,wonju,2018-02-23,4.5,-0.7,8.4,-1.1,1002.7
114,wonju,2018-02-24,4.9,0.2,9,-7.6,1008.1
114,wonju,2018-02-25,2.6,-2.4,8.9,-10.3,1006.2
114,wonju,2018-02-26,2.5,-4.5,10.9,-10.7,1005.9
114,wonju,2018-02-27,2.4,-2.4,6.3,-7.4,1005.1
114,wonju,2018-02-28,4.5,1.9,9.3,-0.2,992
114,wonju,2018-03-01,1.8,-2.4,4.3,-5.9,991.8
114,wonju,2018-03-02,-0.4,-5.9,5.4,-11.2,999.4
114,wonju,2018-03-03,7.4,-0.9,16.5,-6,996.3
114,wonju,2018-03-04,10.9,7,15.6,5.8,995.5
114,wonju,2018-03-05,4.6,0.4,8.6,-2.2,999.9
114,wonju,2018-03-06,4.4,-2.2,10.9,-5,1010.8
114,wonju,2018-03-07,5.5,0.8,9.8,-2.7,1009.4
114,wonju,2018-03-08,4,1.1,8,0.5,1000.8
114,wonju,2018-03-09,4.2,0.7,8.8,-1.9,1004.7
114,wonju,2018-03-10,4.7,-0.3,9.9,-3.3,1005.3
114,wonju,2018-03-11,6.9,3,12.8,-3.4,1006.5
114,wonju,2018-03-12,7.6,-0.3,16.2,-3.4,1004.2
114,wonju,2018-03-13,11.5,2.6,20.1,2.6,1001
114,wonju,2018-03-14,15.6,9.3,21.8,7.1,1001.2
114,wonju,2018-03-15,12.6,5.9,14.9,10.6,995.7
114,wonju,2018-03-16,5.1,1.2,8.5,-3.8,1006.7
114,wonju,2018-03-17,5.6,-1.7,13.3,-4.8,1008.9
114,wonju,2018-03-18,8.5,4.1,13,-0.6,1003
114,wonju,2018-03-19,7.8,6,9.9,2,999
114,wonju,2018-03-20,4.5,1.7,8.7,-7.4,1005.8
114,wonju,2018-03-21,2.9,1.5,5.4,-5.1,998.7
114,wonju,2018-03-22,5.8,0.6,12.5,-4.6,996.1
114,wonju,2018-03-23,6.3,-0.4,13.1,-4.8,1001
114,wonju,2018-03-24,8.3,2.5,14.3,-1.2,1003.6
114,wonju,2018-03-25,10.6,5.1,17.7,-0.7,1006
114,wonju,2018-03-26,11.5,3.6,19,1.3,1003.4
114,wonju,2018-03-27,13.4,5.4,21,4.5,999.9
114,wonju,2018-03-28,15,8.1,21.1,5.3,999
114,wonju,2018-03-29,15.6,11,21.3,6.7,1001.7
114,wonju,2018-03-30,15.7,11.5,20.7,0,1005.3
114,wonju,2018-03-31,15.2,9.2,21.6,3.6,1002
114,wonju,2018-04-01,15.7,10.3,20.3,7.1,999.1
114,wonju,2018-04-02,18.5,12.4,24.4,9.1,998
114,wonju,2018-04-03,18.7,14,24.5,10.5,998.9
114,wonju,2018-04-04,11.8,8.8,17.9,6.6,1000.3
114,wonju,2018-04-05,8,7.1,9.2,5,998.6
114,wonju,2018-04-06,7.2,2.9,12,0.5,992.8
114,wonju,2018-04-07,4.2,1.6,9,-6.3,994.9
114,wonju,2018-04-08,4.8,1.3,9.3,-3.5,997.2
114,wonju,2018-04-09,7.5,2.3,14.2,-1.5,1000
114,wonju,2018-04-10,14.7,3.1,23.9,1.5,993.1
114,wonju,2018-04-11,14.1,9.8,18.6,0,992.7
114,wonju,2018-04-12,13,4.7,21.1,-4.8,999.7
114,wonju,2018-04-13,13.4,6.1,19.7,-5,1004.6
114,wonju,2018-04-14,8.9,6.9,13,5.1,991.4
114,wonju,2018-04-15,10,7.1,14.9,3.1,994.1
114,wonju,2018-04-16,11.6,4.4,18.5,1.3,1001.3
114,wonju,2018-04-17,12.8,6.2,20.1,0.8,1001.7
114,wonju,2018-04-18,13.6,5.8,21.1,-2.6,999.4
114,wonju,2018-04-19,15,6.1,22.5,-1.3,999.9
114,wonju,2018-04-20,19.2,9.8,28.1,6.4,1001.7
114,wonju,2018-04-21,20.1,11.6,28.5,1.4,1000.2
114,wonju,2018-04-22,17.4,12.4,23.7,2.7,1000.9
114,wonju,2018-04-23,10.7,9.2,14.5,7.7,998.5
114,wonju,2018-04-24,11.6,7.5,15.1,3,993.9
114,wonju,2018-04-25,13.2,3.2,22.8,-1.5,995.5
114,wonju,2018-04-26,15.4,7.6,22.4,2.5,996
114,wonju,2018-04-27,15.4,8.6,23,4.9,996.5
114,wonju,2018-04-28,16.2,9.5,23.7,4.4,998.4
114,wonju,2018-04-29,16,7.5,23.5,3,995.7
114,wonju,2018-04-30,18,10.5,25.3,6.1,996.9
114,wonju,2018-05-01,19.9,13.5,26.1,11.8,996.1
114,wonju,2018-05-02,15.9,10.6,20.1,13.3,987
114,wonju,2018-05-03,9.8,6.7,16.3,4.7,989.7
114,wonju,2018-05-04,13.7,5,20.6,0.8,993.9
114,wonju,2018-05-05,16.9,8.1,24.1,4.6,997.6
114,wonju,2018-05-06,15.7,14.2,17.9,13.9,990.7
114,wonju,2018-05-07,17.4,13.3,23.5,11,989.4
114,wonju,2018-05-08,15.6,10.8,20.8,6,997.2
114,wonju,2018-05-09,14.3,7.3,21.2,4.4,1003.1
114,wonju,2018-05-10,15.6,8.7,22.5,6.4,1004.3
